task_id,project_id,title,description,priority,status,estimate_points,creator_user_id,created_at,updated_at,due_date
696,64,Task 696 for project 64,Implement feature 46 and write tests.,LOW,IN_PROGRESS,5,93,2025-01-31 08:56:06,2025-02-24 08:56:06,
697,1,Task 697 for project 1,Implement feature 47 and write tests.,MEDIUM,DONE,5,61,2024-08-22 05:50:08,2024-09-06 05:50:08,2024-10-12 05:50:08
698,95,Task 698 for project 95,Implement feature 48 and write tests.,LOW,CANCELLED,3,107,2025-06-21 15:59:30,2025-08-04 15:59:30,2025-07-13 15:59:30
699,72,Task 699 for project 72,Implement feature 49 and write tests.,HIGH,IN_PROGRESS,3,109,2024-08-12 09:17:08,2024-09-17 09:17:08,2024-09-26 09:17:08
700,33,Task 700 for project 33,Implement feature 0 and write tests.,HIGH,REVIEW,3,35,2025-03-30 15:59:08,2025-05-10 15:59:08,2025-05-05 15:59:08
701,99,Task 701 for project 99,Implement feature 1 and write tests.,MEDIUM,DONE,2,4,2024-10-31 00:45:37,2024-12-20 00:45:37,2024-11-22 00:45:37
702,93,Task 702 for project 93,Implement feature 2 and write tests.,HIGH,REVIEW,2,292,2024-08-26 05:28:36,2024-09-19 05:28:36,
703,43,Task 703 for project 43,Implement feature 3 and write tests.,HIGH,DONE,2,174,2025-08-10 17:54:53,2025-08-14 17:54:53,
704,83,Task 704 for project 83,Implement feature 4 and write tests.,LOW,CANCELLED,2,70,2025-08-12 14:24:59,2025-09-27 14:41:22,2025-09-11 14:24:59
705,43,Task 705 for project 43,Implement feature 5 and write tests.,HIGH,OPEN,5,237,2025-06-21 03:20:01,2025-06-28 03:20:01,
706,67,Task 706 for project 67,Implement feature 6 and write tests.,MEDIUM,OPEN,5,154,2025-04-05 16:05:19,2025-05-01 16:05:19,2025-04-07 16:05:19
707,74,Task 707 for project 74,Implement feature 7 and write tests.,HIGH,OPEN,8,170,2025-05-05 06:11:17,2025-06-09 06:11:17,2025-05-15 06:11:17
708,4,Task 708 for project 4,Implement feature 8 and write tests.,CRITICAL,BLOCKED,3,174,2025-05-22 01:41:04,2025-06-12 01:41:04,2025-07-15 01:41:04
709,74,Task 709 for project 74,Implement feature 9 and write tests.,MEDIUM,CANCELLED,5,200,2024-12-27 03:41:07,2025-02-04 03:41:07,2025-02-21 03:41:07
710,91,Task 710 for project 91,Implement feature 10 and write tests.,HIGH,OPEN,3,162,2024-08-28 04:16:55,2024-10-30 04:16:55,2024-09-03 04:16:55
711,31,Task 711 for project 31,Implement feature 11 and write tests.,LOW,OPEN,3,191,2025-07-20 14:50:02,2025-08-27 14:50:02,
712,28,Task 712 for project 28,Implement feature 12 and write tests.,HIGH,BLOCKED,8,269,2025-03-26 10:18:39,2025-03-30 10:18:39,2025-04-19 10:18:39
713,100,Task 713 for project 100,Implement feature 13 and write tests.,HIGH,OPEN,2,104,2024-10-14 12:57:19,2024-12-14 12:57:19,2024-10-16 12:57:19
714,65,Task 714 for project 65,Implement feature 14 and write tests.,HIGH,DONE,3,79,2024-12-29 08:29:31,2025-03-06 08:29:31,2025-01-29 08:29:31
715,40,Task 715 for project 40,Implement feature 15 and write tests.,MEDIUM,DONE,3,168,2024-11-22 21:54:09,2024-12-04 21:54:09,
716,67,Task 716 for project 67,Implement feature 16 and write tests.,MEDIUM,DONE,3,68,2025-01-09 23:39:15,2025-03-08 23:39:15,
717,50,Task 717 for project 50,Implement feature 17 and write tests.,HIGH,IN_PROGRESS,2,268,2024-11-01 14:01:43,2024-11-06 14:01:43,2024-12-31 14:01:43
718,88,Task 718 for project 88,Implement feature 18 and write tests.,HIGH,OPEN,8,45,2025-04-19 11:39:38,2025-05-02 11:39:38,2025-04-22 11:39:38
719,67,Task 719 for project 67,Implement feature 19 and write tests.,LOW,OPEN,1,160,2024-08-21 01:45:06,2024-11-10 01:45:06,2024-09-10 01:45:06
720,27,Task 720 for project 27,Implement feature 20 and write tests.,MEDIUM,IN_PROGRESS,5,165,2025-01-06 09:18:54,2025-03-15 09:18:54,2025-01-24 09:18:54
721,41,Task 721 for project 41,Implement feature 21 and write tests.,MEDIUM,REVIEW,3,226,2024-11-02 23:51:36,2024-12-07 23:51:36,2024-11-13 23:51:36
722,15,Task 722 for project 15,Implement feature 22 and write tests.,MEDIUM,DONE,13,8,2025-09-06 21:28:29,2025-09-27 14:41:22,2025-10-11 21:28:29
723,71,Task 723 for project 71,Implement feature 23 and write tests.,LOW,REVIEW,5,164,2025-03-02 03:28:00,2025-04-07 03:28:00,2025-04-17 03:28:00
724,74,Task 724 for project 74,Implement feature 24 and write tests.,MEDIUM,IN_PROGRESS,1,126,2024-12-14 15:29:11,2025-01-26 15:29:11,2025-01-23 15:29:11
725,70,Task 725 for project 70,Implement feature 25 and write tests.,HIGH,OPEN,2,228,2024-09-12 00:17:38,2024-12-07 00:17:38,2024-10-13 00:17:38
726,7,Task 726 for project 7,Implement feature 26 and write tests.,MEDIUM,DONE,5,55,2025-05-28 13:30:18,2025-07-17 13:30:18,2025-06-25 13:30:18
727,23,Task 727 for project 23,Implement feature 27 and write tests.,MEDIUM,REVIEW,2,229,2025-05-06 20:00:25,2025-05-31 20:00:25,2025-06-28 20:00:25
728,92,Task 728 for project 92,Implement feature 28 and write tests.,LOW,OPEN,2,274,2024-10-03 14:53:08,2024-12-01 14:53:08,
729,73,Task 729 for project 73,Implement feature 29 and write tests.,HIGH,REVIEW,8,68,2024-10-14 18:46:20,2025-01-11 18:46:20,
730,60,Task 730 for project 60,Implement feature 30 and write tests.,HIGH,DONE,5,50,2025-07-23 11:23:38,2025-09-27 14:41:22,2025-09-03 11:23:38
731,99,Task 731 for project 99,Implement feature 31 and write tests.,HIGH,IN_PROGRESS,5,239,2025-08-04 02:18:01,2025-08-22 02:18:01,2025-08-19 02:18:01
732,79,Task 732 for project 79,Implement feature 32 and write tests.,LOW,REVIEW,3,133,2025-05-12 21:52:34,2025-08-05 21:52:34,2025-06-26 21:52:34
733,43,Task 733 for project 43,Implement feature 33 and write tests.,HIGH,IN_PROGRESS,3,167,2025-07-21 16:29:53,2025-09-19 16:29:53,2025-07-26 16:29:53
734,15,Task 734 for project 15,Implement feature 34 and write tests.,CRITICAL,IN_PROGRESS,1,180,2025-08-10 09:24:39,2025-09-15 09:24:39,2025-08-21 09:24:39
735,99,Task 735 for project 99,Implement feature 35 and write tests.,LOW,IN_PROGRESS,5,179,2024-11-10 13:29:08,2024-11-23 13:29:08,2024-12-06 13:29:08
736,42,Task 736 for project 42,Implement feature 36 and write tests.,MEDIUM,DONE,8,285,2024-09-27 16:48:30,2024-12-04 16:48:30,
737,60,Task 737 for project 60,Implement feature 37 and write tests.,HIGH,IN_PROGRESS,5,206,2025-06-20 17:48:18,2025-08-29 17:48:18,2025-07-06 17:48:18
738,21,Task 738 for project 21,Implement feature 38 and write tests.,LOW,DONE,13,247,2025-05-28 17:32:48,2025-08-24 17:32:48,2025-06-11 17:32:48
739,76,Task 739 for project 76,Implement feature 39 and write tests.,MEDIUM,DONE,8,221,2025-07-07 18:16:14,2025-09-14 18:16:14,2025-07-29 18:16:14
740,89,Task 740 for project 89,Implement feature 40 and write tests.,HIGH,IN_PROGRESS,1,121,2024-12-16 01:14:10,2025-02-27 01:14:10,2024-12-21 01:14:10
741,63,Task 741 for project 63,Implement feature 41 and write tests.,MEDIUM,DONE,1,59,2025-07-29 03:55:41,2025-09-23 03:55:41,2025-08-05 03:55:41
742,23,Task 742 for project 23,Implement feature 42 and write tests.,LOW,IN_PROGRESS,3,158,2025-06-14 19:13:56,2025-09-09 19:13:56,2025-06-21 19:13:56
743,77,Task 743 for project 77,Implement feature 43 and write tests.,MEDIUM,IN_PROGRESS,2,195,2025-04-14 22:01:17,2025-04-21 22:01:17,2025-05-27 22:01:17
744,12,Task 744 for project 12,Implement feature 44 and write tests.,HIGH,IN_PROGRESS,1,112,2024-11-19 12:17:06,2025-02-08 12:17:06,
745,1,Task 745 for project 1,Implement feature 45 and write tests.,HIGH,DONE,5,76,2024-11-27 12:17:07,2025-01-15 12:17:07,2024-12-16 12:17:07
746,79,Task 746 for project 79,Implement feature 46 and write tests.,HIGH,REVIEW,2,296,2025-07-16 22:21:06,2025-08-25 22:21:06,2025-08-29 22:21:06
747,39,Task 747 for project 39,Implement feature 47 and write tests.,LOW,OPEN,5,292,2025-03-28 03:54:55,2025-05-22 03:54:55,
748,92,Task 748 for project 92,Implement feature 48 and write tests.,MEDIUM,OPEN,13,177,2024-10-11 23:07:38,2024-12-15 23:07:38,2024-11-20 23:07:38
749,52,Task 749 for project 52,Implement feature 49 and write tests.,MEDIUM,DONE,1,66,2025-03-20 02:41:20,2025-05-29 02:41:20,2025-05-17 02:41:20
750,7,Task 750 for project 7,Implement feature 0 and write tests.,MEDIUM,DONE,1,1,2025-05-09 15:29:41,2025-05-12 15:29:41,2025-05-28 15:29:41
751,31,Task 751 for project 31,Implement feature 1 and write tests.,HIGH,OPEN,5,222,2025-06-05 20:23:01,2025-07-23 20:23:01,2025-07-21 20:23:01
752,52,Task 752 for project 52,Implement feature 2 and write tests.,HIGH,DONE,3,196,2025-07-07 15:13:11,2025-07-29 15:13:11,2025-08-19 15:13:11
753,61,Task 753 for project 61,Implement feature 3 and write tests.,MEDIUM,BLOCKED,2,72,2024-12-27 19:29:31,2025-02-11 19:29:31,2025-02-19 19:29:31
754,54,Task 754 for project 54,Implement feature 4 and write tests.,HIGH,IN_PROGRESS,5,79,2025-03-15 16:10:34,2025-06-08 16:10:34,
755,17,Task 755 for project 17,Implement feature 5 and write tests.,MEDIUM,DONE,5,69,2024-08-12 14:58:49,2024-08-30 14:58:49,2024-08-14 14:58:49
756,93,Task 756 for project 93,Implement feature 6 and write tests.,MEDIUM,REVIEW,5,250,2025-07-08 20:01:19,2025-07-25 20:01:19,
757,11,Task 757 for project 11,Implement feature 7 and write tests.,MEDIUM,IN_PROGRESS,1,71,2025-06-22 14:47:49,2025-09-19 14:47:49,
758,78,Task 758 for project 78,Implement feature 8 and write tests.,MEDIUM,IN_PROGRESS,5,218,2024-12-21 06:21:19,2025-03-01 06:21:19,2025-01-18 06:21:19
759,58,Task 759 for project 58,Implement feature 9 and write tests.,MEDIUM,CANCELLED,5,197,2025-05-06 14:05:46,2025-07-22 14:05:46,2025-06-03 14:05:46
760,1,Task 760 for project 1,Implement feature 10 and write tests.,MEDIUM,BLOCKED,1,296,2025-08-25 13:00:29,2025-09-24 13:00:29,
761,92,Task 761 for project 92,Implement feature 11 and write tests.,MEDIUM,IN_PROGRESS,3,257,2025-02-28 17:52:53,2025-05-12 17:52:53,2025-04-04 17:52:53
762,47,Task 762 for project 47,Implement feature 12 and write tests.,LOW,OPEN,2,18,2024-09-02 00:32:41,2024-10-19 00:32:41,2024-10-18 00:32:41
763,15,Task 763 for project 15,Implement feature 13 and write tests.,MEDIUM,CANCELLED,3,298,2025-08-12 15:06:48,2025-08-22 15:06:48,
764,19,Task 764 for project 19,Implement feature 14 and write tests.,MEDIUM,OPEN,2,270,2025-03-08 15:27:45,2025-05-13 15:27:45,2025-03-14 15:27:45
765,79,Task 765 for project 79,Implement feature 15 and write tests.,MEDIUM,OPEN,1,46,2025-02-10 02:07:56,2025-05-05 02:07:56,2025-03-30 02:07:56
766,86,Task 766 for project 86,Implement feature 16 and write tests.,LOW,OPEN,1,40,2025-09-26 10:03:14,2025-09-27 14:41:22,
767,79,Task 767 for project 79,Implement feature 17 and write tests.,MEDIUM,OPEN,8,28,2025-04-27 10:51:15,2025-06-26 10:51:15,2025-04-28 10:51:15
768,59,Task 768 for project 59,Implement feature 18 and write tests.,MEDIUM,REVIEW,2,263,2025-08-03 01:48:54,2025-09-25 01:48:54,2025-08-25 01:48:54
769,46,Task 769 for project 46,Implement feature 19 and write tests.,MEDIUM,DONE,1,151,2025-03-16 05:55:32,2025-05-31 05:55:32,2025-04-30 05:55:32
770,96,Task 770 for project 96,Implement feature 20 and write tests.,LOW,REVIEW,2,156,2025-02-21 21:42:05,2025-05-06 21:42:05,2025-03-24 21:42:05
771,22,Task 771 for project 22,Implement feature 21 and write tests.,HIGH,BLOCKED,3,294,2024-09-12 16:57:13,2024-11-30 16:57:13,2024-10-01 16:57:13
772,4,Task 772 for project 4,Implement feature 22 and write tests.,CRITICAL,DONE,1,147,2025-08-15 03:16:27,2025-08-24 03:16:27,2025-09-17 03:16:27
773,36,Task 773 for project 36,Implement feature 23 and write tests.,MEDIUM,IN_PROGRESS,3,130,2024-11-14 13:23:27,2024-12-16 13:23:27,2024-12-02 13:23:27
774,2,Task 774 for project 2,Implement feature 24 and write tests.,HIGH,IN_PROGRESS,5,58,2024-12-17 05:43:38,2025-01-05 05:43:38,
775,85,Task 775 for project 85,Implement feature 25 and write tests.,MEDIUM,REVIEW,8,229,2025-05-17 19:38:33,2025-06-19 19:38:33,
776,90,Task 776 for project 90,Implement feature 26 and write tests.,HIGH,CANCELLED,1,121,2025-08-15 06:13:32,2025-08-19 06:13:32,2025-09-18 06:13:32
777,44,Task 777 for project 44,Implement feature 27 and write tests.,LOW,REVIEW,2,44,2024-11-24 06:59:41,2024-12-13 06:59:41,2025-01-16 06:59:41
778,64,Task 778 for project 64,Implement feature 28 and write tests.,MEDIUM,OPEN,5,212,2025-05-28 05:26:23,2025-08-17 05:26:23,2025-06-26 05:26:23
779,22,Task 779 for project 22,Implement feature 29 and write tests.,MEDIUM,OPEN,3,108,2025-04-28 15:22:01,2025-05-12 15:22:01,2025-05-15 15:22:01
780,7,Task 780 for project 7,Implement feature 30 and write tests.,LOW,IN_PROGRESS,3,86,2025-07-30 00:33:16,2025-09-27 14:41:22,2025-08-19 00:33:16
781,96,Task 781 for project 96,Implement feature 31 and write tests.,LOW,DONE,1,273,2025-02-01 02:27:07,2025-03-22 02:27:07,2025-03-19 02:27:07
782,61,Task 782 for project 61,Implement feature 32 and write tests.,HIGH,IN_PROGRESS,5,135,2024-11-24 08:28:42,2024-11-25 08:28:42,2024-12-22 08:28:42
783,37,Task 783 for project 37,Implement feature 33 and write tests.,MEDIUM,REVIEW,3,230,2025-05-27 07:45:42,2025-08-22 07:45:42,2025-06-30 07:45:42
784,6,Task 784 for project 6,Implement feature 34 and write tests.,MEDIUM,OPEN,8,50,2025-09-20 06:42:55,2025-09-27 14:41:22,2025-11-14 06:42:55
785,79,Task 785 for project 79,Implement feature 35 and write tests.,HIGH,REVIEW,5,140,2025-04-20 18:56:04,2025-05-02 18:56:04,2025-06-11 18:56:04
786,33,Task 786 for project 33,Implement feature 36 and write tests.,HIGH,OPEN,1,300,2025-06-03 10:19:26,2025-07-03 10:19:26,2025-07-17 10:19:26
787,94,Task 787 for project 94,Implement feature 37 and write tests.,LOW,BLOCKED,1,100,2025-09-11 11:18:11,2025-09-27 14:41:22,2025-10-26 11:18:11
788,41,Task 788 for project 41,Implement feature 38 and write tests.,MEDIUM,IN_PROGRESS,3,281,2024-08-11 19:52:38,2024-08-19 19:52:38,2024-10-04 19:52:38
789,2,Task 789 for project 2,Implement feature 39 and write tests.,LOW,REVIEW,1,211,2024-10-18 11:55:34,2024-12-14 11:55:34,2024-12-01 11:55:34
790,45,Task 790 for project 45,Implement feature 40 and write tests.,MEDIUM,BLOCKED,5,113,2025-03-11 15:43:43,2025-03-14 15:43:43,2025-03-14 15:43:43
791,80,Task 791 for project 80,Implement feature 41 and write tests.,HIGH,REVIEW,5,48,2024-09-16 19:02:42,2024-12-09 19:02:42,
792,28,Task 792 for project 28,Implement feature 42 and write tests.,MEDIUM,IN_PROGRESS,2,63,2024-11-04 19:13:29,2024-11-20 19:13:29,2024-12-13 19:13:29
793,49,Task 793 for project 49,Implement feature 43 and write tests.,HIGH,IN_PROGRESS,3,290,2024-12-25 03:01:33,2025-03-24 03:01:33,
794,24,Task 794 for project 24,Implement feature 44 and write tests.,HIGH,DONE,8,130,2025-03-20 09:50:47,2025-03-29 09:50:47,2025-05-19 09:50:47
795,82,Task 795 for project 82,Implement feature 45 and write tests.,MEDIUM,DONE,2,233,2025-03-06 06:51:08,2025-06-02 06:51:08,
796,86,Task 796 for project 86,Implement feature 46 and write tests.,MEDIUM,REVIEW,5,166,2025-02-19 11:47:28,2025-03-26 11:47:28,2025-02-24 11:47:28
797,100,Task 797 for project 100,Implement feature 47 and write tests.,MEDIUM,DONE,3,32,2025-05-27 22:34:48,2025-06-29 22:34:48,2025-05-31 22:34:48
798,34,Task 798 for project 34,Implement feature 48 and write tests.,MEDIUM,OPEN,1,92,2025-07-11 19:35:58,2025-08-05 19:35:58,2025-09-09 19:35:58
799,79,Task 799 for project 79,Implement feature 49 and write tests.,MEDIUM,DONE,2,202,2024-12-20 05:05:33,2025-01-07 05:05:33,2024-12-27 05:05:33
800,70,Task 800 for project 70,Implement feature 0 and write tests.,MEDIUM,OPEN,5,221,2025-01-20 05:42:31,2025-03-17 05:42:31,2025-01-27 05:42:31
801,92,Task 801 for project 92,Implement feature 1 and write tests.,LOW,IN_PROGRESS,3,133,2024-10-22 20:06:03,2025-01-03 20:06:03,2024-10-27 20:06:03
802,94,Task 802 for project 94,Implement feature 2 and write tests.,MEDIUM,IN_PROGRESS,5,129,2025-07-15 22:32:00,2025-08-03 22:32:00,2025-08-16 22:32:00
803,84,Task 803 for project 84,Implement feature 3 and write tests.,LOW,IN_PROGRESS,13,1,2024-09-01 23:59:48,2024-09-20 23:59:48,2024-09-19 23:59:48
804,90,Task 804 for project 90,Implement feature 4 and write tests.,MEDIUM,IN_PROGRESS,1,169,2025-06-03 13:36:58,2025-09-01 13:36:58,2025-07-06 13:36:58
805,99,Task 805 for project 99,Implement feature 5 and write tests.,LOW,IN_PROGRESS,3,252,2025-08-09 23:51:15,2025-08-17 23:51:15,2025-10-03 23:51:15
806,70,Task 806 for project 70,Implement feature 6 and write tests.,MEDIUM,CANCELLED,1,116,2024-08-06 04:20:35,2024-10-06 04:20:35,2024-09-20 04:20:35
807,16,Task 807 for project 16,Implement feature 7 and write tests.,MEDIUM,OPEN,2,291,2025-09-23 09:28:50,2025-09-27 14:41:22,
808,43,Task 808 for project 43,Implement feature 8 and write tests.,HIGH,OPEN,3,156,2025-06-10 18:41:26,2025-06-21 18:41:26,2025-07-22 18:41:26
809,47,Task 809 for project 47,Implement feature 9 and write tests.,HIGH,IN_PROGRESS,1,274,2025-04-24 17:55:09,2025-05-31 17:55:09,2025-05-24 17:55:09
810,83,Task 810 for project 83,Implement feature 10 and write tests.,MEDIUM,CANCELLED,8,104,2024-12-18 19:05:35,2025-03-12 19:05:35,2025-01-12 19:05:35
811,25,Task 811 for project 25,Implement feature 11 and write tests.,HIGH,REVIEW,13,154,2025-06-02 14:46:06,2025-08-21 14:46:06,
812,89,Task 812 for project 89,Implement feature 12 and write tests.,CRITICAL,IN_PROGRESS,3,184,2025-08-16 11:46:22,2025-09-27 14:41:22,2025-09-26 11:46:22
813,95,Task 813 for project 95,Implement feature 13 and write tests.,MEDIUM,IN_PROGRESS,3,98,2024-11-20 07:24:54,2025-02-03 07:24:54,2024-11-22 07:24:54
814,31,Task 814 for project 31,Implement feature 14 and write tests.,MEDIUM,OPEN,3,251,2025-06-01 13:50:29,2025-08-22 13:50:29,2025-07-06 13:50:29
815,40,Task 815 for project 40,Implement feature 15 and write tests.,HIGH,DONE,3,256,2025-09-22 08:03:11,2025-09-27 14:41:22,
816,3,Task 816 for project 3,Implement feature 16 and write tests.,MEDIUM,IN_PROGRESS,2,19,2025-04-24 03:25:20,2025-04-29 03:25:20,2025-06-14 03:25:20
817,52,Task 817 for project 52,Implement feature 17 and write tests.,MEDIUM,OPEN,2,61,2025-01-15 00:39:23,2025-04-10 00:39:23,
818,67,Task 818 for project 67,Implement feature 18 and write tests.,MEDIUM,CANCELLED,2,235,2025-09-24 08:55:07,2025-09-27 14:41:22,2025-11-01 08:55:07
819,10,Task 819 for project 10,Implement feature 19 and write tests.,LOW,REVIEW,3,19,2024-11-21 14:07:37,2025-01-20 14:07:37,2024-11-23 14:07:37
820,80,Task 820 for project 80,Implement feature 20 and write tests.,MEDIUM,REVIEW,3,24,2025-02-08 02:37:12,2025-02-24 02:37:12,
821,2,Task 821 for project 2,Implement feature 21 and write tests.,HIGH,CANCELLED,5,89,2024-09-11 09:58:26,2024-09-23 09:58:26,
822,59,Task 822 for project 59,Implement feature 22 and write tests.,MEDIUM,REVIEW,2,88,2024-09-22 06:56:44,2024-10-05 06:56:44,
823,15,Task 823 for project 15,Implement feature 23 and write tests.,LOW,IN_PROGRESS,3,255,2025-01-21 22:27:33,2025-03-16 22:27:33,2025-02-03 22:27:33
824,44,Task 824 for project 44,Implement feature 24 and write tests.,LOW,BLOCKED,13,206,2025-04-12 10:52:00,2025-06-24 10:52:00,2025-05-26 10:52:00
825,70,Task 825 for project 70,Implement feature 25 and write tests.,HIGH,DONE,3,71,2025-04-10 09:33:33,2025-05-07 09:33:33,
826,98,Task 826 for project 98,Implement feature 26 and write tests.,LOW,DONE,5,24,2024-12-16 07:59:16,2025-01-20 07:59:16,2024-12-24 07:59:16
827,19,Task 827 for project 19,Implement feature 27 and write tests.,HIGH,OPEN,2,213,2024-12-12 03:23:03,2025-01-02 03:23:03,2025-01-17 03:23:03
828,57,Task 828 for project 57,Implement feature 28 and write tests.,HIGH,DONE,1,125,2024-09-04 05:22:18,2024-11-23 05:22:18,2024-10-25 05:22:18
829,79,Task 829 for project 79,Implement feature 29 and write tests.,CRITICAL,IN_PROGRESS,3,193,2024-12-04 03:25:51,2024-12-14 03:25:51,2025-01-05 03:25:51
830,1,Task 830 for project 1,Implement feature 30 and write tests.,MEDIUM,DONE,3,4,2024-12-20 23:11:14,2025-03-20 23:11:14,
831,84,Task 831 for project 84,Implement feature 31 and write tests.,LOW,IN_PROGRESS,5,146,2025-06-22 21:38:03,2025-08-21 21:38:03,2025-08-12 21:38:03
832,89,Task 832 for project 89,Implement feature 32 and write tests.,MEDIUM,IN_PROGRESS,3,65,2025-01-10 17:47:40,2025-03-17 17:47:40,2025-01-28 17:47:40
833,58,Task 833 for project 58,Implement feature 33 and write tests.,HIGH,REVIEW,13,211,2025-02-05 10:42:09,2025-04-24 10:42:09,
834,89,Task 834 for project 89,Implement feature 34 and write tests.,HIGH,IN_PROGRESS,5,20,2024-12-21 10:08:28,2025-03-09 10:08:28,
835,12,Task 835 for project 12,Implement feature 35 and write tests.,CRITICAL,REVIEW,2,155,2025-04-30 19:08:59,2025-05-30 19:08:59,2025-06-05 19:08:59
836,25,Task 836 for project 25,Implement feature 36 and write tests.,HIGH,OPEN,3,61,2025-09-19 10:18:55,2025-09-27 14:41:22,
